property_link
https://www.realtor.com/realestateandhomes-detail/594-S-Mapleton-Dr_Los-Angeles_CA_90024_M27214-75059?from=srp-list-card
https://www.realtor.com/realestateandhomes-detail/530-S-Mapleton-Dr_Los-Angeles_CA_90024_M13361-48376?from=srp-list-card
https://www.realtor.com/realestateandhomes-detail/10966-Rochester-Ave-Apt-3C_Los-Angeles_CA_90024_M16868-59629?from=srp-list-card
https://www.realtor.com/realestateandhomes-detail/10487-Kinnard-Ave_Los-Angeles_CA_90024_M24719-88409?from=srp-list-card
https://www.realtor.com/realestateandhomes-detail/200-S-Mapleton-Dr_Los-Angeles_CA_90024_M14791-19515?from=srp-list-card
https://www.realtor.com/realestateandhomes-detail/234-S-Beverly-Glen-Blvd_Los-Angeles_CA_90024_M13748-67690?from=srp-list-card
https://www.realtor.com/realestateandhomes-detail/1300-Midvale-Ave-Apt-407_Los-Angeles_CA_90024_M26701-64167?from=srp-list-card
https://www.realtor.com/realestateandhomes-detail/10450-Holman-Ave_Los-Angeles_CA_90024_M25110-43117?from=srp-list-card
